time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2025-12-30 00:00:10,NODO 1.12,25.14,85.92,1005.0,3891.0,86.7,-106,9.0
2025-12-30 00:00:18,NODO 1.18,25.3,91.48,1004.0,3861.0,86.6,-107,7.3
2025-12-30 00:01:42,NODO 1.30,25.44,86.54,1005.0,3945.0,87.3,-115,-2.0
2025-12-30 00:01:49,NODO 1.9,25.46,83.1,1005.0,3920.0,87.6,-103,10.0
2025-12-30 00:03:15,NODO 1.1,25.09,85.01,1004.0,3891.0,87.6,-107,8.3
2025-12-30 00:04:23,NODO 1.29,25.35,83.19,1003.0,3891.0,87.6,-96,13.3
2025-12-30 00:05:50,NODO 1.27,25.37,80.95,1005.0,3621.0,85.2,-98,11.3
2025-12-30 00:09:02,NODO 1.11,25.63,82.53,1003.0,3969.0,85.4,-99,12.0
2025-12-30 00:09:20,NODO 1.32,25.8,98.74,1004.0,3949.0,85.7,-106,9.0
2025-12-30 00:09:56,NODO 1.13,25.42,81.79,1004.0,3915.0,86.0,-113,2.3
2025-12-30 00:12:01,NODO 1.10,25.27,82.09,1005.0,3905.0,86.1,-87,13.3
2025-12-30 00:13:21,NODO 1.3,25.52,81.16,1005.0,3851.0,88.4,-95,13.5
2025-12-30 00:14:47,NODO 1.24,24.25,89.27,1004.0,3920.0,87.9,-111,4.3
2025-12-30 00:15:12,NODO 1.5,25.84,82.6,1004.0,3861.0,87.0,-104,10.5
2025-12-30 00:16:43,NODO 1.8,25.7,90.45,1003.0,3891.0,86.8,-108,7.8
2025-12-30 00:16:57,NODO 1.28,25.65,92.17,1005.0,3861.0,86.3,-100,11.8
2025-12-30 00:18:32,NODO 1.19,24.44,82.86,1005.0,3905.0,86.9,-91,11.8
2025-12-30 00:20:05,NODO 1.15,24.77,96.27,1005.0,3847.0,86.2,-115,-3.0
2025-12-30 00:21:00,NODO 1.21,25.6,78.13,1005.0,3861.0,86.2,-113,2.8
2025-12-30 00:21:43,NODO 1.6,24.55,87.87,1005.0,3886.0,86.1,-92,13.5
2025-12-30 00:21:54,NODO 1.17,25.4,79.17,1004.0,3847.0,86.0,-90,14.0
2025-12-30 00:22:15,NODO 1.4,25.58,80.04,1004.0,3945.0,86.4,-98,12.8
2025-12-30 00:22:35,NODO 1.7,25.0,85.63,1004.0,3891.0,86.8,-102,10.5
2025-12-30 00:23:09,NODO 1.16,25.44,83.2,1005.0,3925.0,87.4,-117,-6.5
2025-12-30 00:23:41,NODO 1.14,25.7,85.23,1005.0,3915.0,87.7,-90,13.3
2025-12-30 00:24:35,NODO 1.26,25.63,86.54,1005.0,3886.0,88.1,-105,9.0
